VAERS_ID,Precision,Recall,F1
1996935.0,0.0,0.0,0.0
1996936.0,0.0,0.0,0.0
1996938.0,0.5,0.16666666666666666,0.25
1996940.0,0.0,0.0,0.0
1996942.0,1.0,0.25,0.4
1996943.0,0.0,0.0,0.0
1996945.0,0.0,0.0,0.0
1996946.0,0.0,0.0,0.0
1996947.0,0.0,0.0,0.0
1996948.0,0.0,0.0,0.0
1996949.0,0.0,0.0,0.0
1996950.0,0.0,0.0,0.0
1996951.0,0.0,0.0,0.0
1996953.0,0.0,0.0,0.0
1996954.0,0.0,0.0,0.0
1996955.0,0.0,0.0,0.0
1996956.0,0.0,0.0,0.0
1996957.0,0.0,0.0,0.0
1996958.0,0.0,0.0,0.0
1996959.0,0.0,0.0,0.0
1996961.0,0.0,0.0,0.0
1996962.0,0.0,0.0,0.0
1996963.0,0.0,0.0,0.0
1996965.0,0.0,0.0,0.0
1996966.0,0.0,0.0,0.0
1996967.0,0.0,0.0,0.0
1996968.0,0.0,0.0,0.0
1996969.0,0.0,0.0,0.0
1996970.0,0.0,0.0,0.0
1996971.0,0.0,0.0,0.0
1996973.0,0.0,0.0,0.0
1996974.0,0.0,0.0,0.0
1996977.0,0.0,0.0,0.0
1996978.0,0.0,0.0,0.0
1996979.0,0.0,0.0,0.0
1996980.0,0.0,0.0,0.0
1996981.0,0.0,0.0,0.0
1996982.0,0.0,0.0,0.0
1996983.0,0.0,0.0,0.0
1996984.0,0.0,0.0,0.0
1996985.0,0.0,0.0,0.0
1996986.0,0.0,0.0,0.0
1996987.0,0.0,0.0,0.0
1996988.0,0.0,0.0,0.0
1996989.0,0.0,0.0,0.0
1996991.0,0.0,0.0,0.0
1996992.0,0.0,0.0,0.0
1996993.0,0.0,0.0,0.0
1996994.0,0.0,0.0,0.0
1996995.0,0.0,0.0,0.0
1996996.0,0.0,0.0,0.0
1996997.0,0.0,0.0,0.0
1996998.0,0.0,0.0,0.0
1996999.0,0.0,0.0,0.0
1997000.0,0.0,0.0,0.0
1997001.0,0.0,0.0,0.0
1997002.0,0.0,0.0,0.0
1997003.0,0.0,0.0,0.0
1997005.0,0.0,0.0,0.0
1997006.0,0.0,0.0,0.0
1997007.0,0.0,0.0,0.0
1997008.0,0.0,0.0,0.0
1997009.0,0.0,0.0,0.0
1997010.0,0.0,0.0,0.0
1997011.0,1.0,0.3333333333333333,0.5
1997012.0,0.0,0.0,0.0
1997013.0,0.0,0.0,0.0
1997014.0,0.0,0.0,0.0
1997015.0,0.0,0.0,0.0
1997016.0,0.0,0.0,0.0
1997017.0,0.0,0.0,0.0
1997018.0,0.0,0.0,0.0
1997019.0,0.0,0.0,0.0
1997020.0,0.0,0.0,0.0
1997021.0,0.0,0.0,0.0
1997022.0,0.0,0.0,0.0
1997023.0,0.0,0.0,0.0
1997024.0,0.0,0.0,0.0
1997025.0,0.0,0.0,0.0
1997026.0,0.0,0.0,0.0
1997027.0,0.0,0.0,0.0
1997028.0,0.0,0.0,0.0
1997029.0,0.0,0.0,0.0
1997031.0,0.0,0.0,0.0
1997032.0,0.0,0.0,0.0
1997033.0,0.0,0.0,0.0
1997034.0,0.0,0.0,0.0
1997035.0,0.0,0.0,0.0
1997036.0,0.0,0.0,0.0
1997037.0,0.0,0.0,0.0
1997038.0,0.0,0.0,0.0
1997039.0,0.0,0.0,0.0
1997040.0,0.0,0.0,0.0
1997041.0,0.0,0.0,0.0
1997042.0,0.0,0.0,0.0
1997043.0,0.0,0.0,0.0
1997044.0,0.0,0.0,0.0
1997045.0,0.0,0.0,0.0
1997046.0,0.0,0.0,0.0
1997047.0,0.0,0.0,0.0
1997051.0,0.0,0.0,0.0
1997052.0,0.0,0.0,0.0
1997053.0,0.0,0.0,0.0
1997054.0,0.0,0.0,0.0
1997056.0,0.0,0.0,0.0
1997057.0,0.0,0.0,0.0
1997058.0,0.0,0.0,0.0
1997059.0,0.0,0.0,0.0
1997060.0,0.0,0.0,0.0
1997061.0,0.0,0.0,0.0
1997062.0,0.0,0.0,0.0
1997064.0,0.0,0.0,0.0
1997065.0,0.0,0.0,0.0
1997066.0,0.0,0.0,0.0
1997067.0,0.0,0.0,0.0
1997068.0,0.0,0.0,0.0
1997069.0,0.0,0.0,0.0
1997070.0,0.0,0.0,0.0
1997071.0,0.0,0.0,0.0
1997072.0,0.0,0.0,0.0
1997126.0,0.0,0.0,0.0
1997127.0,0.0,0.0,0.0
1997128.0,0.0,0.0,0.0
1997134.0,0.0,0.0,0.0
1997138.0,0.0,0.0,0.0
1997139.0,0.0,0.0,0.0
1997140.0,0.0,0.0,0.0
1997142.0,0.5,0.14285714285714285,0.22222222222222224
1997143.0,0.0,0.0,0.0
1997145.0,0.0,0.0,0.0
1997146.0,0.0,0.0,0.0
1997147.0,0.0,0.0,0.0
1997152.0,0.0,0.0,0.0
1997154.0,0.0,0.0,0.0
1997181.0,0.0,0.0,0.0
1997184.0,0.0,0.0,0.0
1997191.0,0.0,0.0,0.0
1997193.0,0.0,0.0,0.0
1997196.0,0.0,0.0,0.0
1997197.0,0.0,0.0,0.0
1997203.0,0.0,0.0,0.0
1997204.0,0.0,0.0,0.0
1997206.0,0.0,0.0,0.0
1997207.0,0.0,0.0,0.0
1997208.0,0.0,0.0,0.0
1997209.0,0.0,0.0,0.0
1997210.0,0.0,0.0,0.0
1997211.0,0.0,0.0,0.0
1997215.0,0.0,0.0,0.0
1997218.0,0.0,0.0,0.0
1997221.0,0.0,0.0,0.0
1997227.0,0.0,0.0,0.0
1997229.0,0.0,0.0,0.0
1997230.0,0.0,0.0,0.0
1997233.0,0.0,0.0,0.0
1997238.0,0.0,0.0,0.0
1997247.0,0.0,0.0,0.0
1997248.0,0.0,0.0,0.0
1997249.0,0.0,0.0,0.0
1997253.0,0.0,0.0,0.0
1997254.0,0.0,0.0,0.0
1997256.0,0.0,0.0,0.0
1997257.0,0.0,0.0,0.0
1997265.0,0.0,0.0,0.0
1997266.0,0.0,0.0,0.0
1997269.0,0.0,0.0,0.0
1997270.0,0.0,0.0,0.0
1997272.0,0.0,0.0,0.0
1997273.0,0.5,0.03225806451612903,0.06060606060606061
1997274.0,0.0,0.0,0.0
1997275.0,0.0,0.0,0.0
1997276.0,0.0,0.0,0.0
1997281.0,0.0,0.0,0.0
1997283.0,0.0,0.0,0.0
1997286.0,0.0,0.0,0.0
1997288.0,0.0,0.0,0.0
1997289.0,0.0,0.0,0.0
1997290.0,0.0,0.0,0.0
1997292.0,0.0,0.0,0.0
1997296.0,0.0,0.0,0.0
1997298.0,0.0,0.0,0.0
1997299.0,0.0,0.0,0.0
1997300.0,0.0,0.0,0.0
1997312.0,0.0,0.0,0.0
1997313.0,0.0,0.0,0.0
1997317.0,0.0,0.0,0.0
1997323.0,0.0,0.0,0.0
1997325.0,0.0,0.0,0.0
1997329.0,0.0,0.0,0.0
1997332.0,0.0,0.0,0.0
1997336.0,0.0,0.0,0.0
1997348.0,0.0,0.0,0.0
1997349.0,0.0,0.0,0.0
1997351.0,0.0,0.0,0.0
1997352.0,0.0,0.0,0.0
1997353.0,0.0,0.0,0.0
1997355.0,0.0,0.0,0.0
1997373.0,0.0,0.0,0.0
1997388.0,0.0,0.0,0.0
1997393.0,0.0,0.0,0.0
1997397.0,0.0,0.0,0.0
1997399.0,0.0,0.0,0.0
1997403.0,0.0,0.0,0.0
1997405.0,0.0,0.0,0.0
1997408.0,0.0,0.0,0.0
1997409.0,0.0,0.0,0.0
1997410.0,0.0,0.0,0.0
1997411.0,0.0,0.0,0.0
1997412.0,0.0,0.0,0.0
1997414.0,0.0,0.0,0.0
1997416.0,0.0,0.0,0.0
1997417.0,0.0,0.0,0.0
1997420.0,0.0,0.0,0.0
1997421.0,0.0,0.0,0.0
1997423.0,0.0,0.0,0.0
1997425.0,0.0,0.0,0.0
1997433.0,0.0,0.0,0.0
1997434.0,0.0,0.0,0.0
1997437.0,0.0,0.0,0.0
1997438.0,0.0,0.0,0.0
1997443.0,0.0,0.0,0.0
1997446.0,0.0,0.0,0.0
1997447.0,0.0,0.0,0.0
1997449.0,0.0,0.0,0.0
1997450.0,0.0,0.0,0.0
1997453.0,0.0,0.0,0.0
1997454.0,0.0,0.0,0.0
1997455.0,0.0,0.0,0.0
1997456.0,0.0,0.0,0.0
1997458.0,0.0,0.0,0.0
1997464.0,0.0,0.0,0.0
1997465.0,0.0,0.0,0.0
1997468.0,0.0,0.0,0.0
1997469.0,0.0,0.0,0.0
1997474.0,0.0,0.0,0.0
1997483.0,0.0,0.0,0.0
1997484.0,0.0,0.0,0.0
1997485.0,0.0,0.0,0.0
1997490.0,0.0,0.0,0.0
1997492.0,0.0,0.0,0.0
1997495.0,0.0,0.0,0.0
1997496.0,0.0,0.0,0.0
1997497.0,0.0,0.0,0.0
1997498.0,0.0,0.0,0.0
1997503.0,0.0,0.0,0.0
1997504.0,0.0,0.0,0.0
1997505.0,0.0,0.0,0.0
1997506.0,0.0,0.0,0.0
1997507.0,0.0,0.0,0.0
1997510.0,0.0,0.0,0.0
1997511.0,0.0,0.0,0.0
1997514.0,0.0,0.0,0.0
1997516.0,0.0,0.0,0.0
1997518.0,0.0,0.0,0.0
1997519.0,0.0,0.0,0.0
1997521.0,0.0,0.0,0.0
1997522.0,0.0,0.0,0.0
1997523.0,0.0,0.0,0.0
1997525.0,0.0,0.0,0.0
1997526.0,0.0,0.0,0.0
1997530.0,0.0,0.0,0.0
1997531.0,0.0,0.0,0.0
1997534.0,0.0,0.0,0.0
1997535.0,0.0,0.0,0.0
1997536.0,0.0,0.0,0.0
1997539.0,0.0,0.0,0.0
1997540.0,0.0,0.0,0.0
1997556.0,0.0,0.0,0.0
1997581.0,0.0,0.0,0.0
1997583.0,0.0,0.0,0.0
1997590.0,0.0,0.0,0.0
1997599.0,0.0,0.0,0.0
1997600.0,0.0,0.0,0.0
1997605.0,0.0,0.0,0.0
1997607.0,0.0,0.0,0.0
1997608.0,0.0,0.0,0.0
1997612.0,0.0,0.0,0.0
1997624.0,0.0,0.0,0.0
1997637.0,1.0,0.047619047619047616,0.0909090909090909
1997639.0,0.0,0.0,0.0
1997643.0,0.0,0.0,0.0
1997644.0,0.0,0.0,0.0
1997645.0,0.0,0.0,0.0
1997650.0,0.0,0.0,0.0
1997653.0,0.0,0.0,0.0
1997654.0,0.0,0.0,0.0
1997655.0,0.0,0.0,0.0
1997662.0,0.0,0.0,0.0
1997663.0,0.0,0.0,0.0
1997665.0,0.0,0.0,0.0
1997668.0,0.0,0.0,0.0
1997669.0,0.0,0.0,0.0
1997671.0,0.0,0.0,0.0
1997676.0,0.0,0.0,0.0
1997682.0,0.0,0.0,0.0
1997683.0,0.0,0.0,0.0
1997686.0,0.0,0.0,0.0
1997689.0,0.0,0.0,0.0
1997691.0,0.0,0.0,0.0
1997693.0,0.0,0.0,0.0
1997694.0,0.0,0.0,0.0
1997695.0,0.0,0.0,0.0
1997698.0,0.0,0.0,0.0
1997702.0,0.0,0.0,0.0
1997703.0,0.0,0.0,0.0
1997710.0,0.0,0.0,0.0
1997711.0,0.0,0.0,0.0
1997715.0,0.0,0.0,0.0
1997718.0,0.0,0.0,0.0
1997719.0,0.0,0.0,0.0
1997720.0,0.0,0.0,0.0
1997724.0,0.0,0.0,0.0
1997727.0,0.0,0.0,0.0
1997728.0,0.0,0.0,0.0
1997733.0,0.0,0.0,0.0
1997735.0,0.0,0.0,0.0
1997737.0,0.0,0.0,0.0
1997738.0,0.0,0.0,0.0
1997739.0,0.0,0.0,0.0
1997740.0,0.0,0.0,0.0
1997741.0,0.0,0.0,0.0
1997743.0,0.0,0.0,0.0
1997745.0,0.0,0.0,0.0
1997747.0,0.0,0.0,0.0
1997754.0,0.0,0.0,0.0
1997755.0,0.0,0.0,0.0
1997759.0,0.0,0.0,0.0
1997760.0,0.0,0.0,0.0
1997761.0,0.0,0.0,0.0
1997764.0,0.0,0.0,0.0
1997766.0,0.0,0.0,0.0
1997767.0,0.0,0.0,0.0
1997769.0,0.0,0.0,0.0
1997770.0,0.0,0.0,0.0
1997773.0,0.0,0.0,0.0
1997774.0,0.0,0.0,0.0
1997777.0,0.0,0.0,0.0
1997786.0,0.0,0.0,0.0
1997789.0,0.0,0.0,0.0
1997795.0,0.0,0.0,0.0
1997798.0,0.0,0.0,0.0
1997800.0,0.0,0.0,0.0
1997805.0,0.0,0.0,0.0
1997814.0,0.0,0.0,0.0
1997816.0,0.0,0.0,0.0
1997819.0,0.0,0.0,0.0
1997821.0,0.0,0.0,0.0
1997827.0,0.0,0.0,0.0
1997832.0,0.0,0.0,0.0
1997838.0,0.0,0.0,0.0
1997841.0,0.0,0.0,0.0
1997855.0,0.0,0.0,0.0
1997856.0,0.0,0.0,0.0
1997857.0,0.0,0.0,0.0
1997859.0,0.0,0.0,0.0
1997861.0,0.0,0.0,0.0
1997862.0,0.0,0.0,0.0
1997871.0,0.0,0.0,0.0
1997878.0,0.0,0.0,0.0
1997880.0,0.0,0.0,0.0
1997883.0,0.0,0.0,0.0
1997884.0,0.0,0.0,0.0
1997886.0,0.0,0.0,0.0
1997890.0,0.0,0.0,0.0
1997892.0,0.0,0.0,0.0
1997894.0,0.0,0.0,0.0
1997900.0,0.0,0.0,0.0
1997902.0,0.0,0.0,0.0
1997903.0,0.0,0.0,0.0
1997907.0,0.0,0.0,0.0
1997916.0,0.0,0.0,0.0
1997918.0,0.0,0.0,0.0
1997923.0,0.0,0.0,0.0
1997926.0,0.0,0.0,0.0
1997927.0,0.0,0.0,0.0
1997929.0,0.0,0.0,0.0
1997930.0,0.0,0.0,0.0
1997945.0,0.0,0.0,0.0
1997953.0,0.0,0.0,0.0
1997956.0,0.0,0.0,0.0
1997958.0,0.0,0.0,0.0
1997960.0,0.0,0.0,0.0
1997961.0,0.0,0.0,0.0
1997965.0,0.0,0.0,0.0
1997969.0,0.0,0.0,0.0
1997971.0,0.0,0.0,0.0
1997972.0,0.0,0.0,0.0
1997974.0,0.0,0.0,0.0
1997975.0,0.0,0.0,0.0
1997977.0,0.0,0.0,0.0
1997978.0,0.0,0.0,0.0
1997985.0,0.0,0.0,0.0
1997990.0,0.0,0.0,0.0
1997991.0,0.0,0.0,0.0
1997992.0,0.0,0.0,0.0
1997995.0,0.0,0.0,0.0
1997996.0,0.0,0.0,0.0
1997999.0,0.0,0.0,0.0
1998000.0,0.0,0.0,0.0
1998001.0,0.0,0.0,0.0
1998002.0,0.0,0.0,0.0
1998006.0,0.0,0.0,0.0
1998007.0,0.0,0.0,0.0
1998008.0,0.0,0.0,0.0
1998010.0,0.0,0.0,0.0
1998011.0,0.0,0.0,0.0
1998013.0,0.0,0.0,0.0
1998021.0,0.0,0.0,0.0
1998023.0,0.0,0.0,0.0
1998026.0,0.0,0.0,0.0
1998032.0,0.0,0.0,0.0
1998036.0,0.0,0.0,0.0
1998041.0,0.0,0.0,0.0
1998045.0,0.0,0.0,0.0
1998047.0,0.0,0.0,0.0
1998049.0,0.0,0.0,0.0
1998052.0,0.0,0.0,0.0
1998053.0,0.0,0.0,0.0
1998055.0,0.0,0.0,0.0
1998059.0,0.0,0.0,0.0
1998066.0,0.0,0.0,0.0
1998068.0,0.0,0.0,0.0
1998502.0,0.0,0.0,0.0
1998504.0,0.0,0.0,0.0
1998505.0,0.0,0.0,0.0
1998506.0,0.0,0.0,0.0
1998513.0,0.0,0.0,0.0
1998516.0,0.0,0.0,0.0
1998519.0,0.0,0.0,0.0
1998522.0,0.0,0.0,0.0
1998523.0,0.0,0.0,0.0
1998526.0,0.0,0.0,0.0
1998528.0,0.0,0.0,0.0
1998530.0,0.0,0.0,0.0
1998531.0,0.0,0.0,0.0
1998574.0,0.0,0.0,0.0
1998575.0,0.0,0.0,0.0
1998579.0,0.0,0.0,0.0
1998580.0,0.0,0.0,0.0
1998626.0,0.0,0.0,0.0
1998630.0,0.0,0.0,0.0
1998632.0,0.0,0.0,0.0
1998633.0,0.0,0.0,0.0
1998634.0,0.0,0.0,0.0
1998639.0,0.0,0.0,0.0
1998646.0,0.0,0.0,0.0
1998649.0,0.0,0.0,0.0
1998652.0,0.0,0.0,0.0
1998653.0,0.0,0.0,0.0
1998655.0,0.0,0.0,0.0
1998656.0,0.0,0.0,0.0
1998676.0,0.0,0.0,0.0
1998677.0,0.0,0.0,0.0
1998806.0,0.0,0.0,0.0
1998807.0,0.0,0.0,0.0
1998808.0,0.0,0.0,0.0
1998812.0,0.0,0.0,0.0
1998813.0,0.0,0.0,0.0
1998821.0,0.0,0.0,0.0
1998824.0,0.0,0.0,0.0
1998830.0,0.0,0.0,0.0
1998831.0,0.0,0.0,0.0
1998834.0,0.0,0.0,0.0
1998849.0,0.0,0.0,0.0
1998850.0,0.0,0.0,0.0
1998860.0,0.0,0.0,0.0
1998861.0,0.0,0.0,0.0
1998863.0,0.0,0.0,0.0
1998864.0,0.0,0.0,0.0
1998880.0,0.0,0.0,0.0
1998881.0,0.0,0.0,0.0
1998883.0,0.0,0.0,0.0
1998884.0,0.0,0.0,0.0
1998887.0,0.0,0.0,0.0
1998890.0,0.0,0.0,0.0
1998900.0,0.0,0.0,0.0
1998904.0,0.0,0.0,0.0
1998905.0,0.0,0.0,0.0
1998909.0,0.0,0.0,0.0
1998910.0,0.0,0.0,0.0
1998912.0,0.0,0.0,0.0
1998916.0,0.0,0.0,0.0
1998922.0,0.0,0.0,0.0
1998924.0,0.0,0.0,0.0
1998925.0,0.0,0.0,0.0
1998927.0,0.0,0.0,0.0
1998930.0,0.0,0.0,0.0
1998933.0,0.0,0.0,0.0
1998944.0,0.0,0.0,0.0
1998945.0,0.0,0.0,0.0
1998950.0,0.0,0.0,0.0
1998952.0,0.0,0.0,0.0
1998954.0,0.0,0.0,0.0
1998959.0,0.0,0.0,0.0
1998960.0,0.0,0.0,0.0
1998965.0,0.0,0.0,0.0
1998969.0,0.0,0.0,0.0
1998974.0,0.0,0.0,0.0
1998975.0,0.0,0.0,0.0
1998979.0,0.0,0.0,0.0
1998982.0,0.0,0.0,0.0
1998987.0,0.0,0.0,0.0
1998991.0,0.0,0.0,0.0
1998993.0,0.0,0.0,0.0
1998999.0,0.0,0.0,0.0
1999002.0,0.0,0.0,0.0
1999009.0,0.0,0.0,0.0
1999015.0,0.0,0.0,0.0
1999022.0,0.0,0.0,0.0
1999025.0,0.0,0.0,0.0
1999030.0,0.0,0.0,0.0
1999032.0,0.0,0.0,0.0
1999034.0,0.0,0.0,0.0
1999043.0,0.0,0.0,0.0
1999044.0,0.0,0.0,0.0
1999047.0,0.0,0.0,0.0
1999053.0,0.0,0.0,0.0
1999054.0,0.0,0.0,0.0
1999066.0,0.0,0.0,0.0
1999076.0,0.0,0.0,0.0
1999080.0,0.0,0.0,0.0
1999083.0,0.0,0.0,0.0
1999085.0,0.0,0.0,0.0
1999088.0,0.0,0.0,0.0
1999089.0,0.0,0.0,0.0
1999090.0,0.0,0.0,0.0
1999093.0,0.0,0.0,0.0
1999101.0,0.0,0.0,0.0
1999102.0,0.0,0.0,0.0
1999104.0,0.0,0.0,0.0
1999106.0,0.0,0.0,0.0
1999107.0,0.0,0.0,0.0
1999114.0,0.0,0.0,0.0
1999115.0,0.0,0.0,0.0
1999116.0,0.0,0.0,0.0
1999122.0,0.0,0.0,0.0
1999129.0,0.0,0.0,0.0
1999130.0,0.0,0.0,0.0
1999134.0,0.0,0.0,0.0
1999135.0,0.0,0.0,0.0
1999138.0,0.0,0.0,0.0
1999139.0,0.0,0.0,0.0
1999142.0,0.0,0.0,0.0
1999148.0,0.0,0.0,0.0
1999152.0,0.0,0.0,0.0
1999155.0,0.0,0.0,0.0
1999161.0,0.0,0.0,0.0
1999166.0,0.0,0.0,0.0
1999171.0,0.0,0.0,0.0
1999172.0,0.0,0.0,0.0
1999176.0,0.0,0.0,0.0
1999178.0,0.0,0.0,0.0
1999180.0,0.0,0.0,0.0
1999182.0,0.0,0.0,0.0
1999185.0,0.0,0.0,0.0
1999190.0,0.0,0.0,0.0
1999191.0,0.0,0.0,0.0
1999194.0,0.0,0.0,0.0
1999195.0,0.0,0.0,0.0
1999197.0,0.0,0.0,0.0
1999198.0,0.0,0.0,0.0
1999199.0,0.0,0.0,0.0
1999201.0,0.0,0.0,0.0
1999206.0,0.0,0.0,0.0
1999207.0,0.0,0.0,0.0
1999209.0,0.0,0.0,0.0
1999214.0,0.0,0.0,0.0
1999218.0,0.0,0.0,0.0
1999219.0,0.0,0.0,0.0
1999220.0,0.0,0.0,0.0
1999235.0,0.0,0.0,0.0
1999241.0,0.0,0.0,0.0
1999246.0,0.0,0.0,0.0
1999249.0,0.0,0.0,0.0
1999250.0,0.0,0.0,0.0
1999255.0,0.0,0.0,0.0
1999258.0,0.0,0.0,0.0
1999262.0,0.0,0.0,0.0
1999265.0,0.0,0.0,0.0
1999271.0,0.0,0.0,0.0
1999272.0,0.0,0.0,0.0
1999277.0,0.0,0.0,0.0
1999281.0,0.0,0.0,0.0
1999286.0,0.0,0.0,0.0
1999288.0,0.0,0.0,0.0
1999291.0,0.0,0.0,0.0
1999296.0,0.0,0.0,0.0
1999304.0,0.0,0.0,0.0
1999305.0,0.0,0.0,0.0
1999306.0,0.0,0.0,0.0
1999313.0,0.0,0.0,0.0
1999315.0,0.0,0.0,0.0
1999320.0,0.0,0.0,0.0
1999324.0,0.0,0.0,0.0
1999328.0,0.0,0.0,0.0
1999329.0,0.0,0.0,0.0
1999331.0,0.0,0.0,0.0
1999336.0,0.0,0.0,0.0
1999338.0,0.0,0.0,0.0
1999346.0,0.0,0.0,0.0
1999347.0,0.0,0.0,0.0
1999349.0,0.0,0.0,0.0
1999351.0,0.0,0.0,0.0
1999353.0,0.0,0.0,0.0
1999354.0,0.0,0.0,0.0
1999357.0,0.0,0.0,0.0
1999362.0,0.0,0.0,0.0
1999364.0,0.0,0.0,0.0
1999370.0,0.0,0.0,0.0
1999371.0,0.0,0.0,0.0
1999374.0,0.0,0.0,0.0
1999376.0,0.0,0.0,0.0
1999380.0,0.0,0.0,0.0
1999382.0,0.0,0.0,0.0
1999384.0,0.0,0.0,0.0
1999385.0,0.0,0.0,0.0
1999390.0,0.0,0.0,0.0
1999393.0,0.0,0.0,0.0
1999396.0,0.0,0.0,0.0
1999397.0,0.0,0.0,0.0
1999400.0,0.0,0.0,0.0
1999404.0,0.0,0.0,0.0
1999409.0,0.0,0.0,0.0
1999410.0,0.0,0.0,0.0
1999417.0,0.0,0.0,0.0
1999422.0,0.0,0.0,0.0
1999426.0,0.0,0.0,0.0
1999427.0,0.0,0.0,0.0
1999428.0,0.0,0.0,0.0
1999433.0,0.0,0.0,0.0
1999434.0,0.0,0.0,0.0
1999441.0,0.0,0.0,0.0
1999442.0,0.0,0.0,0.0
1999444.0,0.0,0.0,0.0
1999446.0,0.0,0.0,0.0
1999448.0,0.0,0.0,0.0
1999452.0,0.0,0.0,0.0
1999453.0,0.0,0.0,0.0
1999455.0,0.0,0.0,0.0
1999458.0,0.0,0.0,0.0
1999460.0,0.0,0.0,0.0
1999463.0,0.0,0.0,0.0
1999467.0,0.0,0.0,0.0
1999469.0,0.0,0.0,0.0
1999473.0,0.0,0.0,0.0
1999481.0,0.0,0.0,0.0
1999490.0,0.0,0.0,0.0
1999493.0,0.0,0.0,0.0
1999495.0,0.0,0.0,0.0
1999496.0,0.0,0.0,0.0
1999498.0,0.0,0.0,0.0
1999502.0,0.0,0.0,0.0
1999507.0,0.0,0.0,0.0
1999509.0,0.0,0.0,0.0
1999510.0,0.0,0.0,0.0
1999513.0,0.0,0.0,0.0
1999515.0,0.0,0.0,0.0
1999516.0,0.0,0.0,0.0
1999522.0,0.0,0.0,0.0
1999524.0,0.0,0.0,0.0
1999528.0,0.0,0.0,0.0
1999530.0,0.0,0.0,0.0
1999534.0,0.0,0.0,0.0
1999537.0,0.0,0.0,0.0
1999538.0,0.0,0.0,0.0
1999541.0,0.0,0.0,0.0
1999546.0,0.0,0.0,0.0
1999547.0,0.0,0.0,0.0
1999549.0,0.0,0.0,0.0
1999552.0,0.0,0.0,0.0
1999560.0,0.0,0.0,0.0
1999566.0,0.0,0.0,0.0
1999570.0,0.0,0.0,0.0
1999577.0,0.0,0.0,0.0
1999582.0,0.0,0.0,0.0
1999588.0,0.0,0.0,0.0
1999590.0,0.0,0.0,0.0
1999593.0,0.0,0.0,0.0
1999594.0,0.0,0.0,0.0
1999599.0,0.0,0.0,0.0
1999602.0,0.0,0.0,0.0
1999603.0,0.0,0.0,0.0
1999605.0,0.0,0.0,0.0
1999606.0,0.0,0.0,0.0
1999607.0,0.0,0.0,0.0
1999608.0,0.0,0.0,0.0
1999609.0,0.0,0.0,0.0
1999621.0,0.0,0.0,0.0
1999625.0,0.0,0.0,0.0
1999633.0,0.0,0.0,0.0
1999639.0,0.0,0.0,0.0
1999640.0,0.0,0.0,0.0
1999646.0,0.0,0.0,0.0
1999650.0,0.0,0.0,0.0
1999651.0,0.0,0.0,0.0
1999654.0,0.0,0.0,0.0
1999655.0,0.0,0.0,0.0
1999656.0,0.0,0.0,0.0
1999657.0,0.0,0.0,0.0
1999660.0,0.0,0.0,0.0
1999661.0,0.0,0.0,0.0
1999662.0,0.0,0.0,0.0
1999663.0,0.0,0.0,0.0
1999665.0,0.0,0.0,0.0
1999666.0,0.0,0.0,0.0
1999670.0,0.0,0.0,0.0
1999675.0,0.0,0.0,0.0
1999676.0,0.0,0.0,0.0
1999678.0,0.0,0.0,0.0
1999680.0,0.0,0.0,0.0
